cource,type,ver,image_path,rate_0,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10,rate_11
スノーランド,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h08m46s.jpg,11588,12008,989,9047,9891,10624,8870,8973,11845,11464,28624,0
プクプクビーチ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h12m18s.jpg,11588,12001,987,9038,9911,10604,8884,8969,11862,11469,11472,9856
ドルフィンみさき,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h16m08s.jpg,11589,12023,985,9024,9906,10621,8898,8971,11497,11452,9863,9297
N64カラカラさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h23m54s.jpg,11598,9890,10613,8951,11517,11472,9876,9328,10015,0,0,0
ドッスンいせき,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h27m42s.jpg,9888,8966,11543,11492,9868,9338,10017,11164,8980,10242,9776,0
ミュートシティ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h31m18s.jpg,9872,8993,11514,11503,9875,9355,10005,11187,8976,10243,9775,10313
ビッグブルー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h38m54s.jpg,9877,11539,9868,10031,8967,10229,9793,11560,15192,10936,28068,0
ドーナツへいや,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h45m54s.jpg,11571,9863,10007,8983,10225,9835,11542,15226,10936,9700,10950,10263
リボンロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h54m24s.jpg,11578,9877,10015,10228,9853,11508,15255,10930,9694,10944,10284,17866
チョコマウンテン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h58m06s.jpg,11598,9860,10022,9840,11496,15242,10929,10959,10308,17884,0,0
ドーナツへいや,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h02m06s.jpg,11628,9855,10031,11477,15245,10934,10310,17891,10445,9284,9329,0
DKジャングル,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h05m34s.jpg,11119,10350,12360,15269,11636,10033,9511,9026,9231,8254,0,0
ハイラルサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h10m28s.jpg,11156,10362,12376,11663,9511,9026,9246,11665,11481,15233,10630,0
プクプクビーチ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h14m30s.jpg,11187,10341,12392,11669,9534,9235,11649,15216,10642,13158,16950,12548
ワルイージピンボール,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h18m04s.jpg,11213,10357,12396,11653,9536,9257,11648,15199,10625,13165,16969,10003
どうぶつの森,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h22m12s.jpg,11213,10346,12419,11683,9260,11622,15211,10636,13177,9999,12548,0
マリオサーキット3,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h25m56s.jpg,11221,10336,12442,11652,15206,10634,13164,10017,12559,9888,10835,29414
ミュートシティ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h29m38s.jpg,11200,12431,11662,15224,10650,13136,10018,12588,9880,10856,29407,14278
GBAマリオサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h33m26s.jpg,11227,12445,11641,15222,10639,13154,10015,29392,14273,9970,17562,0
ネオクッパシティ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h36m46s.jpg,12453,11673,15215,10618,13167,10007,29383,14295,9991,17541,10552,16763
トーキョースクランブル,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h40m22s.jpg,12474,11690,15195,10613,13161,10018,29400,14317,9998,17515,10533,16766
マリオサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h43m46s.jpg,12480,11702,15216,10613,13181,10018,29416,14314,9986,17493,10519,16774
ヨッシーサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h47m34s.jpg,12486,11714,15202,10636,13181,10036,29433,17510,10519,16753,14527,0
リボンロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h51m28s.jpg,12467,11725,15217,10628,13195,10038,29445,17533,10522,16750,11159,15243
N64カラカラさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h55m44s.jpg,12478,11758,15233,10646,13184,10029,10522,16719,11161,15224,8910,0
エキサイトバイク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_01h59m18s.jpg,12462,11789,15246,10651,13195,10054,10507,16687,11159,15225,8911,14012
リボンロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h02m38s.jpg,12471,11820,15264,10654,13208,10043,16655,11149,8916,14027,1050,0
キノピオハーバー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h06m24s.jpg,12465,11821,10647,13235,10065,16654,11134,8932,14042,10208,10814,0
N64カラカラさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h16m18s.jpg,12500,11837,13237,11147,8962,14072,10175,15730,15225,11206,15665,14249
パリプロムナード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h24m36s.jpg,14257,13223,11844,17304,12378,16165,9905,18719,13889,10887,17202,14360
チョコマウンテン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h28m10s.jpg,14250,13203,11867,17287,12390,16176,9911,18735,13917,17199,15210,14360
チョコマウンテン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h38m20s.jpg,13173,11888,13931,17185,15242,14353,10374,14111,9868,13232,12960,22092
ヨッシーバレー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h42m10s.jpg,11920,13914,17159,15253,14371,10376,14119,9877,13221,12935,22085,0
マリオカートスタジアム,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h46m06s.jpg,11947,13898,15264,14400,14114,9866,13223,12915,22082,10841,9985,17930
ワリオこうざん,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h49m36s.jpg,11928,13906,15285,14417,14112,9878,13254,12930,10829,9834,10800,0
ココナッツモール,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h53m36s.jpg,11924,15281,14437,14127,9896,13259,12959,9825,10793,18201,12115,0
ヨッシーサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h57m24s.jpg,11933,15261,14436,14143,9883,13249,12954,9842,10820,18219,12094,10364
サンシャインくうこう,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_03h01m08s.jpg,11933,15250,14411,14165,9870,13262,12984,9837,18229,12104,10372,10738
ミュートシティ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_03h05m12s.jpg,11943,15264,14438,14166,13250,12982,9840,18205,12120,10399,10721,10288
マリオカートスタジアム,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_03h08m42s.jpg,11948,15268,14449,14193,13227,12970,9843,18195,12145,10743,10279,11471
エキサイトバイク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h00m32s.jpg,10509,9411,10050,8570,9726,12580,13876,10290,10172,9266,11922,10245
ヨッシーバレー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h04m18s.jpg,10489,9394,10046,8564,9719,12575,13893,10308,10181,11949,10249,0
ホネホネさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h08m22s.jpg,9377,10054,8555,9742,13877,10310,11965,10247,10734,17826,0,0
ヨッシーバレー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h12m16s.jpg,9381,10061,8557,9734,13894,10290,11993,10258,10750,11261,0,0
スノーランド,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h16m16s.jpg,9369,10051,8566,9760,13910,10290,12008,10269,10743,3780,11603,0
ピーチサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h19m34s.jpg,9369,10035,8565,9776,13926,12035,10256,10744,3800,11573,10552,0
ヨッシーバレー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h23m38s.jpg,9352,9796,13920,12061,10262,3801,11589,10537,27929,9443,0,0
キノコキャニオン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h27m14s.jpg,9341,9807,13920,12088,0,3811,11575,27940,9445,9997,25030,34127
マリオカートスタジアム,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h30m52s.jpg,9354,9805,13941,12102,3817,11578,27931,9437,34134,10726,12429,11517
キノコリッジウェイ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h34m30s.jpg,9355,13917,12131,3814,11562,27931,9433,34137,10727,12447,11541,7881
モーモーカントリー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h37m52s.jpg,9378,13927,12150,3836,11540,9419,10723,12449,7889,8132,0,0
ツルツルツイスター,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h41m06s.jpg,9361,13908,12175,3849,11554,9406,10743,12438,7899,8145,11421,13317
キノコリッジウェイ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h48m42s.jpg,9348,13925,12203,3861,9443,12470,7943,8151,11416,11996,11530,15259
ツルツルツイスター,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h52m20s.jpg,9359,13943,12183,3858,9441,12486,7950,8150,11444,11972,11543,15255
ココナッツモール,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h56m08s.jpg,13957,12180,9456,12476,7943,8161,11431,11953,11565,15257,24543,16612
リボンロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h59m32s.jpg,13978,12209,9443,12469,7943,8156,11431,11957,11576,15265,24522,16623
スイーツキャニオン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h03m18s.jpg,13964,12208,9457,7943,8151,11457,11972,11581,15279,24507,16645,10309
新レインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h06m44s.jpg,13950,12237,9448,7960,8150,11431,11966,11596,15274,24501,16661,10329
マリオサーキット3,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h10m30s.jpg,13951,12262,9451,7962,8145,11447,11965,11580,15287,24517,16630,10341
ドッスンいせき,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h17m52s.jpg,13971,12273,9454,8140,11967,11563,15334,24532,16623,10347,3855,15466
SFCレインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h21m40s.jpg,13987,12287,8135,11992,11568,15358,24517,16626,10342,3870,15445,18399
DKジャングル,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h24m50s.jpg,13965,12282,8152,11998,11559,15373,24506,16634,10326,3874,15465,18420
ヘイホーこうざん,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h29m00s.jpg,13983,12297,8169,11988,11555,15354,16652,10331,3872,18393,10929,11361
ドーナツへいや,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h33m16s.jpg,13954,12327,8164,11992,11554,15338,16658,10342,18403,11386,11698,0
キノコリッジウェイ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h37m06s.jpg,13960,12328,8156,12018,11575,16648,10330,18422,11372,11712,18296,10028
ツルツルツイスター,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h40m40s.jpg,12349,8166,12008,11586,10316,18442,11348,11728,18310,10037,15323,0
サンシャインくうこう,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h44m32s.jpg,12379,8162,12010,11611,10313,18440,11748,18314,10031,15035,15323,10943
どうぶつの森,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h50m48s.jpg,12389,8165,11628,10335,18454,18333,10033,15322,10820,10635,14788,11139
トーキョースクランブル,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_00h00m24s.jpg,14459,13521,12513,10099,20676,9408,1916,11910,14791,10560,15001,12644
N64カラカラさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_00h06m38s.jpg,14464,13534,12534,10082,20673,9461,1918,11887,10532,12675,8242,22347
ワリオこうざん,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_00h10m02s.jpg,14474,13556,12527,10066,20649,9458,1919,11896,10534,12678,8265,9003
ヘイホーこうざん,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_00h14m16s.jpg,14468,13571,12554,10075,20662,11879,10548,12654,9004,33392,16518,14321
